folio,sitio,tipificacion,carbono_arboles
55467,2,Reemplazo,1.35000742
55467,3,Reemplazo,2.852617
55467,4,Monitoreo,NULL
55468,1,Monitoreo,NULL
55468,2,Monitoreo,NULL
55468,3,Monitoreo,NULL
55468,4,Monitoreo,NULL
55469,1,Reemplazo,1.79088833
55469,2,Reemplazo,2.5788187
55469,3,Reemplazo,1.9125448
55469,4,Monitoreo,NULL
55470,1,Inicial,1.5481779
55470,2,Inicial,2.5457736
55470,3,Inicial,3.225469
55470,4,Inicial,3.189074
55471,1,Inicial,2.0171236
55471,2,Inicial,2.4211828
55471,3,Inicial,1.9269972
55471,4,Inicial,1.0199615
55473,1,Inicial,0
55473,2,Inicial,1.09083316
55473,3,Inicial,0.4518168
55473,4,Inicial,0.036676
55474,1,Inicial,0.81716282
55474,2,Inicial,1.7966136
55474,3,Inicial,0.744345
55474,4,Inicial,0.9698648
55476,1,Inicial,1.14051357
55476,2,Inicial,1.0813426
55476,3,Monitoreo,NULL
55476,4,Monitoreo,NULL
55477,1,Inicial,0.9539547
55477,2,Inicial,0.57473517
55477,3,Inicial,0.6234712
55477,4,Inicial,0.57563403
55478,1,Monitoreo,NULL
55478,2,Monitoreo,NULL
55478,3,Monitoreo,NULL
55478,4,Monitoreo,NULL
55480,1,Inicial,1.2749013
55480,2,Inicial,0.7940934
55480,3,Inicial,0.5198205
55480,4,Inicial,0.9320677
55481,1,Reemplazo,0.88972558
55481,2,Reemplazo,1.10212901
55481,3,Reemplazo,1.6486313
55481,4,Reemplazo,1.2391785
55482,1,Inicial,1.6352766
55482,2,Inicial,1.36769415
55482,3,Inicial,1.1974583
55482,4,Inicial,2.52666386
55483,1,Inicial,0.7904565
55483,2,Inicial,0.1052567
55483,3,Inicial,2.25917491
55483,4,Inicial,1.24786465
55486,1,Monitoreo,NULL
55486,2,Monitoreo,NULL
55486,3,Monitoreo,NULL
55486,4,Monitoreo,NULL
55487,1,Inicial,0
55487,2,Inicial,0.00795752
55487,3,Inicial,0.08878028
55487,4,Inicial,0.0631716
55490,1,Inicial,0.59981877
55490,2,Inicial,0.45590404
55490,3,Inicial,0.79197491
55490,4,Inicial,0.79969068
55492,1,Inicial,0
55492,2,Inicial,0
55492,3,Inicial,0
55492,4,Inicial,0
55494,1,Inicial,0.029747
55494,2,Inicial,0.06005844
55494,3,Inicial,0.1077882
55494,4,Inicial,0.2799407
55498,1,Monitoreo,NULL
55498,2,Monitoreo,NULL
55498,3,Monitoreo,NULL
55498,4,Monitoreo,NULL
55501,1,Inaccesible (pendiente),NULL
55501,2,Monitoreo,NULL
55501,3,Monitoreo,NULL
55501,4,Monitoreo,NULL
55502,1,Inicial,3.9581287
55502,2,Inicial,1.25445206
55502,3,Inicial,1.88985472
55502,4,Inicial,1.26558632
55503,1,Inicial,0.27655397
55503,2,Inicial,0.64042056
55503,3,Inicial,0.47070386
55503,4,Inicial,1.35754843
55504,1,Inicial,0.13173592
55504,2,Inicial,0.110614
55504,3,Inicial,0.02746097
55504,4,Inicial,0.0625519
55506,1,Monitoreo,NULL
55506,2,Monitoreo,NULL
55506,3,Monitoreo,NULL
55506,4,Monitoreo,NULL
55510,1,Inicial,0.18889366
55510,2,Inicial,0.41692314
55510,3,Inicial,0.99108203
55510,4,Inicial,0.05079284
55514,1,Monitoreo,NULL
55514,2,Monitoreo,NULL
55514,3,Monitoreo,NULL
55514,4,Monitoreo,NULL
55518,1,Monitoreo,NULL
55518,2,Monitoreo,NULL
55518,3,Monitoreo,NULL
55518,4,Monitoreo,NULL
55522,1,Monitoreo,NULL
55522,2,Monitoreo,NULL
55522,3,Monitoreo,NULL
55522,4,Monitoreo,NULL
55526,1,Inicial,0.59364932
55526,2,Inicial,0.3601451
55526,3,Inicial,0.17148229
55526,4,Inicial,0.00519571
55528,1,Inicial,0
55528,2,Inicial,0
55528,3,Inicial,0
55528,4,Inicial,0
55530,1,Monitoreo,NULL
55530,2,Monitoreo,NULL
55530,3,Monitoreo,NULL
55530,4,Monitoreo,NULL
55534,1,Monitoreo,NULL
55534,2,Monitoreo,NULL
55534,3,Monitoreo,NULL
55534,4,Monitoreo,NULL
55538,1,Monitoreo,NULL
55538,2,Monitoreo,NULL
55538,3,Monitoreo,NULL
55538,4,Monitoreo,NULL
55542,1,Monitoreo,NULL
55542,2,Monitoreo,NULL
55542,3,Monitoreo,NULL
55542,4,Monitoreo,NULL
55546,1,Monitoreo,NULL
55546,2,Monitoreo,NULL
55546,3,Monitoreo,NULL
55546,4,Monitoreo,NULL
55550,1,Inicial,0.19132594
55550,2,Inicial,0.04845135
55550,3,Inicial,0.07799753
55550,4,Inicial,0.12381647
55554,1,Monitoreo,NULL
55554,2,Monitoreo,NULL
55554,3,Monitoreo,NULL
55554,4,Monitoreo,NULL
55558,1,Monitoreo,NULL
55558,2,Monitoreo,NULL
55558,3,Monitoreo,NULL
55558,4,Monitoreo,NULL
55562,1,Monitoreo,NULL
55562,2,Monitoreo,NULL
55562,3,Monitoreo,NULL
55562,4,Monitoreo,NULL
55566,1,Monitoreo,NULL
55566,2,Monitoreo,NULL
55566,3,Monitoreo,NULL
55566,4,Monitoreo,NULL
55569,1,Inicial,0.5620163
55569,2,Inicial,2.4699482
55569,3,Inicial,2.372598
55569,4,Inicial,1.5967128
55570,1,Monitoreo,NULL
55570,2,Monitoreo,NULL
55570,3,Monitoreo,NULL
55570,4,Monitoreo,NULL
55571,1,Inicial,0
55571,2,Monitoreo,NULL
55571,3,Monitoreo,NULL
55571,4,Monitoreo,NULL
55574,1,Monitoreo,NULL
55574,2,Monitoreo,NULL
55574,3,Monitoreo,NULL
55574,4,Monitoreo,NULL
55578,1,Monitoreo,NULL
55578,2,Monitoreo,NULL
55578,3,Monitoreo,NULL
55578,4,Monitoreo,NULL
55582,1,Monitoreo,NULL
55582,2,Monitoreo,NULL
55582,3,Monitoreo,NULL
55582,4,Monitoreo,NULL
55584,1,Inicial,0.38153781
55584,2,Inicial,0
55584,3,Inicial,1.1988899
55584,4,Inicial,0.0388899
55586,1,Monitoreo,NULL
55586,2,Monitoreo,NULL
55586,3,Monitoreo,NULL
55586,4,Monitoreo,NULL
55590,1,Monitoreo,NULL
55590,2,Monitoreo,NULL
55590,3,Monitoreo,NULL
55590,4,Monitoreo,NULL
55594,1,Monitoreo,NULL
55594,2,Monitoreo,NULL
55594,3,Monitoreo,NULL
55594,4,Monitoreo,NULL
55596,1,Inicial,0
55596,2,Inicial,0
55596,3,Inicial,0.29758094
55596,4,Inicial,0
55597,1,Inicial,0.4366814
55597,2,Inicial,0.31835922
55597,3,Inicial,0.21401241
55597,4,Inicial,0.29706361
55598,1,Monitoreo,NULL
55598,2,Monitoreo,NULL
55598,3,Monitoreo,NULL
55598,4,Monitoreo,NULL
55604,1,Inicial,0.28195663
55604,2,Inicial,0.163442
55604,3,Inicial,0.7860943
55604,4,Inicial,1.3364557
55606,1,Monitoreo,NULL
55606,2,Monitoreo,NULL
55606,3,Monitoreo,NULL
55606,4,Monitoreo,NULL
55608,1,Inicial,0
55608,2,Inicial,0
55608,3,Inicial,0
55608,4,Inicial,1.820515
55609,1,Reemplazo,1.36364296
55609,2,Reemplazo,0.7450725
55609,3,Reemplazo,0.88979019
55609,4,Monitoreo,NULL
55610,1,Inicial,0.57121676
55610,2,Inicial,0
55610,3,Inicial,0
55610,4,Inicial,0.91809883
55611,1,Inicial,0
55611,2,Inicial,4.1322194
55611,3,Inicial,0
55611,4,Inicial,0.57185
55614,1,Reemplazo,0.83364669
55614,2,Monitoreo,NULL
55614,3,Monitoreo,NULL
55614,4,Monitoreo,NULL
55615,1,Inicial,0.48987141
55615,2,Inicial,0.49665313
55615,3,Inicial,0.75211257
55615,4,Inicial,0.9108526
55618,1,Monitoreo,NULL
55618,2,Monitoreo,NULL
55618,3,Monitoreo,NULL
55618,4,Monitoreo,NULL
55622,1,Monitoreo,NULL
55622,2,Monitoreo,NULL
55622,3,Monitoreo,NULL
55622,4,Monitoreo,NULL
55626,1,Monitoreo,NULL
55626,2,Monitoreo,NULL
55626,3,Monitoreo,NULL
55626,4,Monitoreo,NULL
55630,1,Monitoreo,NULL
55630,2,Monitoreo,NULL
55630,3,Monitoreo,NULL
55630,4,Monitoreo,NULL
55631,1,Inicial,0
55631,2,Monitoreo,NULL
55631,3,Monitoreo,NULL
55631,4,Monitoreo,NULL
55632,1,Inicial,0
55632,2,Monitoreo,NULL
55632,3,Monitoreo,NULL
55632,4,Monitoreo,NULL
55634,1,Monitoreo,NULL
55634,2,Monitoreo,NULL
55634,3,Monitoreo,NULL
55634,4,Monitoreo,NULL
55638,1,Monitoreo,NULL
55638,2,Monitoreo,NULL
55638,3,Monitoreo,NULL
55638,4,Monitoreo,NULL
55640,1,Inicial,2.0901502
55640,2,Inicial,1.84318697
55640,3,Inicial,0.9201674
55640,4,Inicial,1.07130288
55641,1,Inicial,0.66917709
55641,2,Inicial,0.952113
55641,3,Inicial,0.78966304
55641,4,Inicial,0.77679819
55643,1,Inicial,0.71071504
55643,2,Inicial,0.54082087
55643,3,Inicial,0.4636634
55643,4,Inicial,0.2540449
55645,1,Inicial,1.48303928
55645,2,Inicial,1.28226802
55645,3,Inicial,0.89035547
55645,4,Inicial,0.97429908
55646,1,Inicial,1.30962194
55646,2,Inicial,1.66681522
55646,3,Inicial,2.40403611
55646,4,Inicial,1.34544495
55647,1,Inicial,0.41438891
55647,2,Inicial,0.3914316
55647,3,Inicial,0.10431669
55647,4,Inicial,0.20087088
55648,1,Inicial,3.5708014
55648,2,Inicial,4.045257
55648,3,Inicial,1.8465204
55648,4,Inicial,6.627857
55649,1,Inicial,0
55649,2,Monitoreo,NULL
55649,3,Monitoreo,NULL
55649,4,Monitoreo,NULL
55650,1,Inicial,0
55650,2,Monitoreo,NULL
55650,3,Monitoreo,NULL
55650,4,Monitoreo,NULL
55651,1,Inicial,1.36174344
55651,2,Inicial,1.73798003
55651,3,Inicial,1.44005639
55651,4,Inicial,1.34785933
55652,1,Inicial,1.7373944
55652,2,Inicial,1.56690059
55652,3,Inicial,0.67541261
55652,4,Inicial,0.50694099
55653,1,Inicial,3.74939157
55653,2,Inicial,1.81947697
55653,3,Inicial,2.6874372
55653,4,Inicial,1.3136827
55655,1,Inicial,1.54128918
55655,2,Inicial,0.88080258
55655,3,Inicial,1.2279647
55655,4,Inicial,1.4856864
55656,1,Inicial,1.4231943
55656,2,Inicial,1.37272903
55656,3,Inicial,1.3359688
55656,4,Inicial,1.34960071
55657,1,Inicial,3.53239005
55657,2,Inicial,1.39611634
55657,3,Inicial,1.6169103
55657,4,Inicial,1.4658784
55658,1,Inicial,1.0387033
55658,2,Inicial,0.5557875
55658,3,Inicial,0.2767355
55658,4,Inicial,0.8605919
55659,1,Inicial,0.56301051
55659,2,Inicial,0.63072778
55659,3,Inicial,0.77792332
55659,4,Inicial,0.31813652
55660,1,Inicial,1.79008312
55660,2,Inicial,2.4212912
55660,3,Inicial,1.91905229
55660,4,Inicial,1.92314245
55661,1,Monitoreo,NULL
55661,2,Monitoreo,NULL
55661,3,Monitoreo,NULL
55661,4,Monitoreo,NULL
55662,1,Inicial,1.1295669
55662,2,Inicial,0.59482046
55662,3,Inicial,1.6108109
55662,4,Inicial,1.62241226
55665,1,Inicial,0
55665,2,Inicial,0
55665,3,Inicial,0
55665,4,Inicial,0
55666,1,Inicial,1.49106101
55666,2,Inicial,1.43337711
55666,3,Inicial,1.3514147
55666,4,Inicial,1.3008052
55668,1,Inicial,0
55668,2,Inicial,0
55668,3,Inicial,0
55668,4,Inicial,0
55669,1,Inicial,0.1855029
55669,2,Inicial,0.078187
55669,3,Inicial,0.31762476
55669,4,Inicial,0.0779577
55670,1,Inicial,1.074367
55670,2,Inicial,0.37632692
55670,3,Inicial,0.73558804
55670,4,Inicial,1.36031522
55671,1,Inicial,2.868761
55671,2,Inicial,3.64801729
55671,3,Inicial,2.46550516
55671,4,Inicial,4.96833424
55672,1,Inicial,0.7921524
55672,2,Inicial,2.21291726
55672,3,Inicial,0.4624223
55672,4,Inicial,1.0671756
55673,1,Inicial,0
55673,2,Inicial,0
55673,3,Inicial,0
55673,4,Inicial,0.0145091
55675,1,Inicial,0.1303633
55675,2,Inicial,0.0324384
55675,3,Inicial,0
55675,4,Inicial,0.0227922
55676,1,Inicial,0.67498493
55676,2,Inicial,1.99900565
55676,3,Inicial,0.46356874
55676,4,Inicial,0.83117322
55677,1,Inicial,2.41238702
55677,2,Inicial,3.13302734
55677,3,Inicial,1.40224085
55677,4,Inicial,1.17122036
55678,1,Inicial,3.89360657
55678,2,Inicial,3.93213896
55678,3,Inicial,5.45430661
55678,4,Inicial,4.39345952
55679,1,Inicial,0
55679,2,Inicial,0
55679,3,Inicial,0.14764589
55679,4,Inicial,0.08994529
55680,1,Inicial,4.5070648
55680,2,Inicial,6.9112399
55680,3,Inicial,4.4709486
55680,4,Inicial,4.6120652
55681,1,Inicial,7.03091
55681,2,Inicial,5.7521722
55681,3,Inicial,5.9312621
55681,4,Inicial,7.45971621
55682,1,Inicial,1.05852854
55682,2,Inicial,0.74517854
55682,3,Inicial,1.8723209
55682,4,Inicial,2.2480206
55683,1,Inicial,5.05113174
55683,2,Inicial,4.8679293
55683,3,Inicial,5.68421163
55683,4,Inicial,7.3951743
55684,1,Inicial,0.43972051
55684,2,Inicial,0.6285886
55684,3,Inicial,0.4693884
55684,4,Inicial,1.70810495
55685,1,Inicial,0.18374969
55685,2,Inicial,0.15826472
55685,3,Inicial,0.16257596
55685,4,Inicial,0.06777691
55686,1,Inicial,0.0128369
55686,2,Inicial,0.0673124
55686,3,Inicial,0.14933415
55686,4,Inicial,0.0706697
55687,1,Inicial,1.0870558
55687,2,Inicial,2.5630081
55687,3,Inicial,0.3385985
55687,4,Inicial,0.71026444
55688,1,Inicial,2.14761425
55688,2,Inicial,1.65691723
55688,3,Inicial,1.49503909
55688,4,Inicial,4.58341034
55689,1,Inicial,4.87054759
55689,2,Inicial,3.86551012
55689,3,Inicial,3.31701939
55689,4,Inicial,4.6276008
55690,1,Inicial,3.03589076
55690,2,Inicial,3.0546498
55690,3,Inicial,4.46536114
55690,4,Inicial,3.859972
55691,1,Inicial,2.81389639
55691,2,Inicial,7.96777655
55691,3,Inicial,3.68181202
55691,4,Inicial,4.69914659
55692,1,Inicial,3.26574047
55692,2,Inicial,6.27183791
55692,3,Inicial,5.10020597
55692,4,Inicial,3.8931116
55693,1,Inicial,6.55712637
55693,2,Inicial,2.86456137
55693,3,Inicial,3.04346282
55693,4,Inicial,10.39373134
55694,1,Inicial,2.37423653
55694,2,Inicial,0.69923382
55694,3,Inicial,2.91179117
55694,4,Inicial,2.33420089
55695,1,Inicial,0
55695,2,Inicial,0
55695,3,Inicial,0
55695,4,Inicial,0.0178767
55697,1,Inicial,0.26135714
55697,2,Inicial,0.64789612
55697,3,Inicial,0.36944831
55697,4,Inicial,0.46005674
55702,1,Inicial,0.73429018
55702,2,Inicial,1.141801
55702,3,Inicial,0.5817889
55702,4,Inicial,0.22191777
55703,1,Inicial,1.3593776
55703,2,Inicial,1.90087446
55703,3,Inicial,1.17391468
55703,4,Inicial,0.3708873
55704,1,Inicial,1.0612374
55704,2,Inicial,0.9513767
55704,3,Inicial,1.2413915
55704,4,Inicial,0.13537582
55705,1,Inicial,0.52361494
55705,2,Inicial,0
55705,3,Inicial,0.3020283
55705,4,Inicial,0
55706,1,Inicial,1.9846278
55706,2,Inicial,0.9444969
55706,3,Inicial,1.1445644
55706,4,Inicial,0.99117002
55707,1,Inicial,0.4386857
55707,2,Inicial,0.8236963
55707,3,Inicial,0.5821706
55707,4,Inicial,0.806149
55708,1,Inicial,0.3612599
55708,2,Inicial,0.5669306
55708,3,Inicial,0.7420914
55708,4,Inicial,0.8026824
55709,1,Reemplazo,7.8246171
55709,2,Reemplazo,4.398017
55709,3,Reemplazo,3.5944058
55709,4,Monitoreo,NULL
55710,1,Monitoreo,NULL
55710,2,Monitoreo,NULL
55710,3,Monitoreo,NULL
55710,4,Monitoreo,NULL
55711,1,Inicial,1.59036383
55711,2,Inicial,0.40444116
55711,3,Inicial,0.27190462
55711,4,Inicial,1.7482846
55712,1,Inicial,0.99161475
55712,2,Inicial,1.5950962
55712,3,Inicial,0.381061
55712,4,Inicial,1.2112941
55713,1,Inicial,1.21124277
55713,2,Inicial,1.817426
55713,3,Inicial,1.51991828
55713,4,Inicial,2.00510589
55714,1,Inicial,0.4842562
55714,2,Inicial,0.93816747
55714,3,Inicial,0
55714,4,Inicial,0
55716,1,Inicial,1.926131
55716,2,Inicial,1.8045774
55716,3,Inicial,1.7785238
55716,4,Inicial,1.4990219
55718,1,Inicial,0.3030758
55718,2,Inicial,0.580375
55718,3,Inicial,0.1820981
55718,4,Inicial,0.69219562
55719,1,Reemplazo,0.5538516
55719,2,Reemplazo,1.1917248
55719,3,Reemplazo,0.04300829
55719,4,Reemplazo,0.05742367
55722,1,Inicial,1.15473888
55722,2,Inicial,1.10396358
55722,3,Inicial,2.1504908
55722,4,Inicial,1.976079
55724,1,Inicial,1.6647439
55724,2,Inicial,1.11511215
55724,3,Inicial,1.00367186
55724,4,Inicial,1.4555644
55725,1,Inicial,0.39046994
55725,2,Inicial,0.18191252
55725,3,Inicial,0.28573709
55725,4,Inicial,0.21526361
55726,1,Inicial,2.7099433
55726,2,Inicial,0.3272895
55726,3,Inicial,1.04022374
55726,4,Inicial,1.8170073
55727,1,Inicial,0.5654993
55727,2,Inicial,0.1580894
55727,3,Inicial,2.0839892
55727,4,Inicial,1.486834
55729,1,Inicial,2.41810968
55729,2,Inicial,2.51059061
55729,3,Inicial,3.99472691
55729,4,Inicial,2.31220839
55730,1,Inicial,0.13177982
55730,2,Inicial,1.6092924
55730,3,Inicial,1.39379608
55730,4,Inicial,1.23327269
55731,1,Inicial,1.26425476
55731,2,Inicial,0.81840136
55731,3,Inicial,1.52540785
55731,4,Inicial,1.31690079
55732,1,Inicial,3.402165
55732,2,Inicial,2.716285
55732,3,Inicial,3.2919263
55732,4,Inicial,4.8242414
55733,1,Inicial,0
55733,2,Monitoreo,NULL
55733,3,Monitoreo,NULL
55733,4,Monitoreo,NULL
55734,1,Inicial,0
55734,2,Monitoreo,NULL
55734,3,Monitoreo,NULL
55734,4,Monitoreo,NULL
55754,1,Inicial,0.0103515
55754,2,Inicial,0
55754,3,Inicial,0.8165967
55754,4,Inicial,0.194541
55807,1,Inicial,1.12053907
55807,2,Inicial,3.56694891
55807,3,Inicial,1.14240636
55807,4,Inicial,0.51898888
55813,1,Inicial,0
55813,2,Inicial,0.19808382
55813,3,Inicial,0
55813,4,Inicial,0
55822,1,Inicial,0
55822,2,Inicial,0.00771506
55822,3,Inicial,0.3024499
55822,4,Inicial,0.0691575
55823,1,Inicial,0
55823,2,Inicial,0
55823,3,Inicial,0
55823,4,Inicial,0
55829,1,Inicial,0.76531187
55829,2,Inicial,0
55829,3,Inicial,0.34166007
55829,4,Inicial,0.0148691
55834,1,Inicial,0.16338243
55834,2,Inicial,0.26248022
55834,3,Inicial,0.0272051
55834,4,Inicial,0.1067823
55847,1,Inicial,0.0917022
55847,2,Monitoreo,NULL
55847,3,Monitoreo,NULL
55847,4,Inicial,0.10434434
55851,1,Inicial,2.75948775
55851,2,Inicial,1.30321185
55851,3,Inicial,0.2572848
55851,4,Inicial,2.38668706
55854,1,Inicial,0
55854,2,Monitoreo,NULL
55854,3,Monitoreo,NULL
55854,4,Monitoreo,NULL
55888,1,Inicial,3.95005368
55888,2,Inicial,2.31602892
55888,3,Inicial,2.74348927
55888,4,Inicial,2.97971317
55889,1,Inicial,2.75626068
55889,2,Inicial,1.42958677
55889,3,Inicial,1.79033017
55889,4,Inicial,1.3091838
55891,1,Inicial,0
55891,2,Inicial,0
55891,3,Inicial,0
55891,4,Inicial,0
55892,1,Inicial,2.32939484
55892,2,Inicial,2.9715994
55892,3,Inicial,1.35599954
55892,4,Inicial,2.60599892
55894,1,Inicial,3.00215076
55894,2,Inicial,2.62278813
55894,3,Inicial,2.42685264
55894,4,Inicial,1.84631781
55895,1,Inicial,0
55895,2,Monitoreo,NULL
55895,3,Monitoreo,NULL
55895,4,Monitoreo,NULL
55897,1,Inicial,0.7557281
55897,2,Inicial,0.54826954
55897,3,Inicial,0.8118528
55897,4,Inicial,0.41320888
55898,1,Inicial,0.8150297
55898,2,Inicial,0.7384907
55898,3,Inicial,1.0431516
55898,4,Inicial,0.96660409
55899,1,Inicial,1.2710399
55899,2,Inicial,0.49711334
55899,3,Inicial,1.24561456
55899,4,Inicial,0.7402921
55900,1,Inicial,3.27815178
55900,2,Inicial,3.92640253
55900,3,Inicial,2.2237207
55900,4,Inicial,2.86621898
55904,1,Inicial,1.2165402
55904,2,Inicial,0.8225676
55904,3,Inicial,1.5231966
55904,4,Inicial,0.88308068
55905,1,Inicial,0
55905,2,Inicial,0
55905,3,Inicial,0
55905,4,Inicial,0
55907,1,Inicial,0
55907,2,Monitoreo,NULL
55907,3,Monitoreo,NULL
55907,4,Monitoreo,NULL
55909,1,Inicial,0
55909,2,Monitoreo,NULL
55909,3,Monitoreo,NULL
55909,4,Monitoreo,NULL
55910,1,Inicial,0.1697368
55910,2,Inicial,0.45193103
55910,3,Inicial,0.18636
55910,4,Inicial,0.00755041
55911,1,Inicial,3.1429215
55911,2,Inicial,2.57676025
55911,3,Inicial,1.9342025
55911,4,Inicial,1.99766765
55912,1,Inicial,1.31425906
55912,2,Inicial,1.6225566
55912,3,Inicial,0.9012092
55912,4,Inicial,1.45851558
55914,1,Inicial,2.19274234
55914,2,Inicial,1.6984063
55914,3,Inicial,1.92006996
55914,4,Inicial,1.19237083
55915,1,Inicial,0.93975115
55915,2,Inicial,1.08345813
55915,3,Inicial,1.02404527
55915,4,Inicial,1.27107726
55916,1,Inicial,3.64568828
55916,2,Inicial,2.57891679
55916,3,Inicial,4.06289217
55916,4,Inicial,2.78479151
55917,1,Inicial,0
55917,2,Inicial,0
55917,3,Inicial,0
55917,4,Inicial,0
55918,1,Inicial,2.70106734
55918,2,Inicial,1.55717064
55918,3,Inicial,1.72486102
55918,4,Inicial,4.32808314
55919,1,Inicial,0
55919,2,Inicial,0
55919,3,Inicial,0.269378
55919,4,Inicial,0
55920,1,Inicial,4.16740472
55920,2,Inicial,2.4844847
55920,3,Inicial,3.15705162
55920,4,Inicial,2.63408684
55921,1,Inicial,3.44353674
55921,2,Inicial,4.3170722
55921,3,Inicial,2.04742189
55921,4,Inicial,5.0311973
55922,1,Inicial,2.74769025
55922,2,Inicial,1.8179877
55922,3,Inicial,1.49735383
55922,4,Inicial,2.32272848
55923,1,Inicial,2.37600602
55923,2,Inicial,4.5604983
55923,3,Inicial,6.1061368
55923,4,Inicial,5.9953581
55924,1,Inicial,2.64362272
55924,2,Inicial,4.1318628
55924,3,Inicial,4.4179872
55924,4,Inicial,6.62334713
55925,1,Inicial,3.81803635
55925,2,Inicial,4.3380766
55925,3,Inicial,2.63311491
55925,4,Inicial,7.6151927
55926,1,Inicial,0
55926,2,Inicial,0
55926,3,Inicial,0
55926,4,Inicial,0
55927,1,Inicial,5.13931419
55927,2,Inicial,3.86769183
55927,3,Inicial,4.63833165
55927,4,Inicial,6.22152459
55928,1,Inicial,4.3969631
55928,2,Inicial,5.54030615
55928,3,Inicial,4.13910415
55928,4,Inicial,5.59667839
55929,1,Inicial,5.85754593
55929,2,Inicial,6.55972315
55929,3,Inicial,2.41176758
55929,4,Inicial,4.5779319
55930,1,Inicial,6.211557
55930,2,Inicial,3.89912273
55930,3,Inicial,5.56349031
55930,4,Inicial,4.49848079
55931,1,Inicial,2.98835185
55931,2,Inicial,3.59194441
55931,3,Inicial,5.42701925
55931,4,Inicial,4.85260341
55932,1,Inicial,4.88561582
55932,2,Inicial,4.4702922
55932,3,Inicial,5.30772171
55932,4,Inicial,4.84552201
55933,1,Inicial,3.70870181
55933,2,Inicial,6.65879234
55933,3,Inicial,4.68584962
55933,4,Inicial,4.1487194
55934,1,Inicial,5.13949827
55934,2,Inicial,6.62974946
55934,3,Inicial,6.01121491
55934,4,Inicial,6.14781681
55935,1,Inicial,5.50430956
55935,2,Inicial,2.60342162
55935,3,Inicial,3.54749577
55935,4,Inicial,4.2327547
55936,1,Inicial,1.87044826
55936,2,Inicial,1.11627788
55936,3,Inicial,2.13657922
55936,4,Inicial,2.79116923
55941,1,Inicial,1.36848976
55941,2,Inicial,0.61235668
55941,3,Inicial,0.91876007
55941,4,Inicial,1.22459301
55943,1,Inicial,0.60965976
55943,2,Inicial,1.16130438
55943,3,Inicial,0.6813335
55943,4,Inicial,0.7028333
55944,1,Inicial,1.48171476
55944,2,Inicial,1.5894893
55944,3,Inicial,0.6214813
55944,4,Inicial,1.0954681
55945,1,Inicial,0
55945,2,Inicial,0.28853519
55945,3,Inicial,0.20221201
55945,4,Inicial,0.4839706
55946,1,Inicial,0.9245066
55946,2,Inicial,0.5165447
55946,3,Inicial,2.1280121
55946,4,Inicial,1.9779291
55947,1,Reemplazo,0.9185763
55947,2,Reemplazo,0.6574916
55947,3,Reemplazo,2.2557967
55947,4,Reemplazo,1.2681898
55948,1,Monitoreo,NULL
55948,2,Monitoreo,NULL
55948,3,Monitoreo,NULL
55948,4,Monitoreo,NULL
55949,1,Inicial,0.69538904
55949,2,Inicial,0.27851482
55949,3,Inicial,0.1369287
55949,4,Inicial,1.08142087
55950,1,Inicial,1.5392769
55950,2,Inicial,1.60963514
55950,3,Inicial,0.5083856
55950,4,Inicial,0.83258236
55951,1,Inicial,1.3176787
55951,2,Inicial,0.53038756
55951,3,Inicial,0.5045911
55951,4,Inicial,1.37595328
55952,1,Inicial,0
55952,2,Inicial,0.6982423
55952,3,Monitoreo,NULL
55952,4,Inicial,0.8069046
55953,1,Inicial,1.0343743
55953,2,Inicial,0.97546685
55953,3,Inicial,0.58035304
55953,4,Inicial,2.6583592
55954,1,Inicial,3.5281069
55954,2,Inicial,0.9173606
55954,3,Inicial,0.2715206
55954,4,Inicial,2.06854
55955,1,Reemplazo,2.03389394
55955,2,Reemplazo,1.4788483
55955,3,Reemplazo,0.97263835
55955,4,Reemplazo,1.2860251
55957,1,Reemplazo,2.9603802
55957,2,Reemplazo,2.29397
55957,3,Reemplazo,1.7354169
55957,4,Reemplazo,1.3549486
55958,1,Inicial,1.7203953
55958,2,Inicial,0.6417408
55958,3,Inicial,0.4271053
55958,4,Inicial,1.42338845
55959,1,Inicial,2.1547807
55959,2,Inicial,0.6811508
55959,3,Inicial,2.1107724
55959,4,Inicial,2.0352649
55960,1,Inicial,0.95588251
55960,2,Inicial,1.5204909
55960,3,Inicial,1.0621206
55960,4,Inicial,2.7836048
55961,1,Inicial,1.0411848
55961,2,Inicial,1.3366176
55961,3,Inicial,0.6389415
55961,4,Inicial,0.9232051
55962,1,Inicial,0.841401
55962,2,Inicial,0.89854873
55962,3,Inicial,1.7184997
55962,4,Inicial,0.0915729
55963,1,Inicial,0
55963,2,Inicial,0
55963,3,Inicial,0.3278243
55963,4,Inicial,0
55965,1,Inicial,1.8136797
55965,2,Inicial,1.68950536
55965,3,Inicial,2.3460621
55965,4,Inicial,2.48357908
55969,1,Inicial,1.51507313
55969,2,Inicial,1.89224903
55969,3,Inicial,2.86403039
55969,4,Inicial,1.63028465
55970,1,Inicial,2.8028055
55970,2,Inicial,1.72920599
55970,3,Inicial,3.75298838
55970,4,Inicial,3.12273
55971,1,Inicial,1.099601
55971,2,Inicial,0.9062413
55971,3,Inicial,0.88737423
55971,4,Inicial,0.99516518
55973,1,Inicial,0.2314951
55973,2,Inicial,0.507492
55973,3,Inicial,0
55973,4,Inicial,0.84452258
55974,1,Inicial,1.4661047
55974,2,Inicial,0.10927709
